typeName,idShort,value,valueType,category,descriptionEN,descriptionDE,semanticId
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,OpticalSensor,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PresenceSensor,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PressureSensor,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,WeightSensor,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Valves,,,,,,
SubmodelElementCollection,PropotionalValve,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,BaseComponent,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Motor,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,DUTs,,,,,,
SubmodelElementCollection,ActuatorConfiguration,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,BaseConfiguration,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ConveyorConfiguration,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ConveyorOutput,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EWPMaterial,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EWPWeight,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MotorOutput,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,RampConfiguration,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SensorConfiguration,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SensorOutput,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EquipmentModule,,,,,,
SubmodelElementCollection,Carriers,,,,,,
SubmodelElementCollection,BaseCarrier,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Crane,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PicAlpha,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Conveyors,,,,,,
SubmodelElementCollection,Conveyor,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,LargeSortingConveyor,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PicAlphaConveyor,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,RefeedingConveyor,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SmallSortingConveyor,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Ramps,,,,,,
SubmodelElementCollection,Ramp,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Stacks,,,,,,
SubmodelElementCollection,Stack,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Stamps,,,,,,
SubmodelElementCollection,Stamp,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Interfaces,,,,,,
SubmodelElementCollection,ITF_AnalogSensor,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ITF_BinarySensor,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ITF_Cylinder,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,98_NamingEnums,,,,,,
SubmodelElementCollection,EAlarms,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EOperatingModes,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EPrimitives,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EProcessVariables,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EProducts,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EProductTypes,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ESequences,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EStampStates,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,99_ExtrafunctionalImpl,,,,,,
SubmodelElementCollection,ErrorManager,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,FC_InitAlarmTexts,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MachineModes,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PanelManager,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,GVLs,,,,,,
SubmodelElementCollection,HMI_Texts,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,xPPU_Lib_Instance,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
